,Sl.No,Lane,VehicleType,Entry,Exit,TravelTime,Speed(kmph),Time Interval,CumulativeEntryFlow,CumulativeExitFlow,EntryFlow/Interval,ExitFlow/Interval,Travel Time in one minute,Travel Time in one minute(interval wise),Avg Travel Time in one minute,SMS,Exit Flow Per Hour,Small Car,Big Car,Two Wheeler,LCV,Bus,Single Axle,Multi Axle,Small Car interval wise,Big Car interval wise,Two Wheeler interval wise,LCV interval wise,Bus interval wise,Single Axle interval wise,Multi Axle interval wise,Cumulative Speed of Small Car,Cumulative Speed of Big Car,Cumulative Speed of Two Wheeler,Cumulative Speed of LCV,Cumulative Speed of Bus,Cumulative Speed of Single Axle,Cumulative Speed of Multi Axle,Cumulative Speed of Small Car interval wise,Cumulative Speed of Big Car interval wise,Cumulative Speed of Two Wheeler interval wise,Cumulative Speed of LCV interval wise,Cumulative Speed of Bus interval wise,Cumulative Speed of Single Axle interval wise,Cumulative Speed of Multi Axle interval wise,Avg Speed of Small Car,Avg Speed of Big Car,Avg Speed of Two Wheeler,Avg Speed of LCV,Avg Speed of Bus,Avg Speed of Single Axle,Avg Speed of Multi Axle,Small Car PCU,Big Car PCU,Two Wheeler PCU,LCV PCU,Bus PCU,Single Axle PCU,Multi Axle PCU,Final PCU per 5min
3437,3438,2,3,19301.72,19308.84,7.119999999998981,31.348314606746058,1031400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3438,3439,2,2,19302.32,19306.92,4.599999999998545,48.52173913045013,1031700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3439,3440,1,1,19324.2,19330.92,6.719999999997526,33.21428571429794,1032000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3440,3441,2,3,19322.28,19329.96,7.680000000000291,29.0624999999989,1032300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3441,3442,2,2,19332.84,19340.0,7.1599999999998545,31.17318435754253,1032600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3442,3443,1,1,19337.64,19342.24,4.600000000002183,48.52173913041175,1032900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3443,3444,1,2,19339.56,19347.8,8.239999999997963,27.087378640783395,1033200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3444,3445,1,3,19345.32,19352.44,7.119999999998981,31.348314606746058,1033500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3445,3446,2,3,19350.6,19357.8,7.200000000000728,30.999999999996867,1033800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3446,3447,1,2,19353.0,19357.23,4.229999999999563,52.76595744681396,1034100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3447,3448,1,3,19358.76,19366.44,7.680000000000291,29.0624999999989,1034400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3448,3449,2,3,19359.8,19367.4,7.600000000002183,29.36842105262314,1034700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3449,3450,1,3,19365.48,19371.32,5.8400000000001455,38.21917808219083,1035000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3450,3451,1,1,19375.08,19379.08,4.0,55.8,1035300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3451,3452,1,6,19378.92,19386.6,7.680000000000291,29.0624999999989,1035600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3452,3453,1,3,19379.88,19386.24,6.360000000000582,35.094339622638294,1035900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3453,3454,1,2,19380.84,19384.68,3.8400000000001455,58.1249999999978,1036200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3454,3455,2,2,19389.88,19396.2,6.319999999999709,35.31645569620416,1036500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3455,3456,2,1,19395.04,19401.96,6.919999999998254,32.254335260123746,1036800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3456,3457,1,2,19400.04,19404.88,4.8400000000001455,46.11570247933746,1037100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3457,3458,1,3,19402.92,19408.68,5.760000000002037,38.749999999986294,1037400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3458,3459,2,3,19406.76,19412.52,5.760000000002037,38.749999999986294,1037700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3459,3460,2,3,19407.72,19414.44,6.719999999997526,33.21428571429794,1038000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3460,3461,1,2,19410.6,19418.28,7.680000000000291,29.0624999999989,1038300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3461,3462,2,3,19422.8,19431.72,8.920000000001892,25.02242152465837,1038600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3462,3463,1,3,19428.96,19434.88,5.920000000001892,37.70270270269065,1038900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3463,3464,1,3,19432.4,19439.24,6.8400000000001455,32.63157894736773,1039200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3464,3465,2,2,19436.12,19442.28,6.1599999999998545,36.233766233767085,1039500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3465,3466,2,1,19438.96,19445.16,6.200000000000728,35.99999999999577,1039800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3466,3467,2,3,19442.28,19448.04,5.760000000002037,38.749999999986294,1040100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3467,3468,2,1,19458.08,19463.4,5.319999999999709,41.9548872180474,1040400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3468,3469,1,1,19474.92,19481.32,6.400000000001455,34.87499999999207,1040700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3469,3470,2,7,19476.96,19483.56,6.600000000002183,33.81818181817063,1041000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3470,3471,1,1,19477.0,19483.44,6.43999999999869,34.65838509317475,1041300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3471,3472,1,1,19478.04,19485.12,7.079999999998108,31.52542372882198,1041600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3472,3473,2,1,19491.84,19496.04,4.200000000000728,53.14285714284794,1041900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3473,3474,1,2,19495.04,19501.12,6.079999999998108,36.71052631580089,1042200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3474,3475,2,1,19495.88,19501.8,5.919999999998254,37.70270270271382,1042500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3475,3476,2,3,19495.88,19500.84,4.959999999999127,45.00000000000792,1042800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3476,3477,2,3,19499.16,19504.68,5.520000000000437,40.43478260869245,1043100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3477,3478,2,3,19500.56,19507.56,7.0,31.885714285714283,1043400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3478,3479,2,3,19504.88,19510.44,5.559999999997672,40.14388489210314,1043700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3479,3480,2,3,19508.4,19513.32,4.919999999998254,45.36585365855269,1044000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3480,3481,2,1,19511.32,19518.12,6.799999999999272,32.82352941176821,1044300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3481,3482,2,3,19511.32,19516.2,4.880000000001019,45.73770491802324,1044600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3482,3483,2,3,19513.44,19521.0,7.56000000000131,29.523809523804406,1044900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3483,3484,1,1,19522.92,19527.28,4.360000000000582,51.192660550451876,1045200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3484,3485,2,3,19538.32,19544.04,5.720000000001164,39.020979020971076,1045500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3485,3486,1,1,19552.68,19558.92,6.239999999997963,35.76923076924245,1045800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3486,3487,2,3,19562.08,19569.96,7.879999999997381,28.324873096456113,1046100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3487,3488,2,3,19567.88,19572.84,4.959999999999127,45.00000000000792,1046400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3488,3489,2,3,19573.2,19579.56,6.360000000000582,35.094339622638294,1046700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3489,3490,2,1,19575.0,19582.44,7.43999999999869,30.00000000000528,1047000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3490,3491,1,1,19592.04,19599.72,7.680000000000291,29.0624999999989,1047300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3491,3492,2,3,19605.92,19611.24,5.320000000003347,41.95488721801872,1047600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3492,3493,1,2,19610.28,19618.56,8.280000000002474,26.95652173912238,1047900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3493,3494,2,3,19614.2,19620.84,6.639999999999418,33.614457831328245,1048200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3494,3495,2,3,19631.04,19636.2,5.1599999999998545,43.25581395348959,1048500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3495,3496,1,1,19634.28,19641.96,7.680000000000291,29.0624999999989,1048800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3496,3497,1,1,19638.12,19644.68,6.56000000000131,34.024390243895645,1049100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3497,3498,1,2,19641.0,19646.76,5.759999999998399,38.750000000010765,1049400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3498,3499,2,3,19642.8,19650.6,7.799999999999272,28.615384615387285,1049700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3499,3500,1,1,19643.88,19649.2,5.319999999999709,41.9548872180474,1050000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3500,3501,1,2,19651.56,19655.96,4.399999999997817,50.72727272729789,1050300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3501,3502,1,3,19657.32,19661.52,4.200000000000728,53.14285714284794,1050600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3502,3503,2,3,19659.04,19665.96,6.919999999998254,32.254335260123746,1050900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3503,3504,1,2,19666.0,19671.76,5.759999999998399,38.750000000010765,1051200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3504,3505,1,1,19667.0,19672.96,5.959999999999127,37.44966442953569,1051500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3505,3506,1,3,19689.0,19694.32,5.319999999999709,41.9548872180474,1051800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3506,3507,2,3,19704.36,19709.16,4.799999999999272,46.50000000000705,1052100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3507,3508,2,2,19720.72,19729.32,8.599999999998545,25.953488372097414,1052400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3508,3509,1,3,19726.44,19732.76,6.319999999999709,35.31645569620416,1052700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3509,3510,1,1,19731.24,19736.04,4.799999999999272,46.50000000000705,1053000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3510,3511,2,2,19739.64,19743.72,4.080000000001746,54.70588235291776,1053300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
